medcode,readterm,cancer
56925,[X]Malignant melanoma of other+unspecified parts of face,1
19444,"[X]Malignant melanoma of skin, unspecified",1
99096,[X]Malignant neopl/overlapping les/resp+intrathoracic organs,1
40749,[X]Malignant neoplasm of bone and articular cartilage,1
12499,[X]Malignant neoplasm of breast,1
40595,"[X]Malignant neoplasm of bronchus or lung, unspecified",1
35180,[X]Malignant neoplasm of digestive organs,1
64309,"[X]Malignant neoplasm of endocrine gland, unspecified",1
35285,"[X]Malignant neoplasm of eye, brain and other parts of cent",1
55588,"[X]Malignant neoplasm of female genital organ, unspecified",1
40598,[X]Malignant neoplasm of female genital organs,1
35186,"[X]Malignant neoplasm of ill-defined, secondary and unspeci",1
45766,"[X]Malignant neoplasm of intestinal tract, part unspecified",1
58973,"[X]Malignant neoplasm of lip, oral cavity and pharynx",1
45262,"[X]Malignant neoplasm of male genital organ, unspecified",1
40671,[X]Malignant neoplasm of male genital organs,1
50292,"[X]Malignant neoplasm of mediastinum, part unspecified",1
63925,"[X]Malignant neoplasm of meninges, unspecified",1
40592,[X]Malignant neoplasm of mesothelial and soft tissue,1
39027,[X]Malignant neoplasm of other specified sites,1
95671,"[X]Malignant neoplasm of peritoneum, unspecified",1
35325,[X]Malignant neoplasm of respiratory and intrathoracic orga,1
40608,[X]Malignant neoplasm of thyroid and other endocrine glands,1
45260,"[X]Malignant neoplasm of urinary organ, unspecified",1
35113,[X]Malignant neoplasm of urinary tract,1
64497,"[X]Malignant neoplasm of uterine adnexa, unspecified",1
60162,[X]Malignant neoplasm overlapping lesion of skin,1
52029,[X]Malignant neoplasm without specification of site,1
43151,"[X]Malignant neoplasm/bone+articular cartilage, unspecified",1
73296,"[X]Malignant neoplasm/bones+articular cartilage/limb,unspfd",1
41515,"[X]Malignant neoplasm/central nervous system, unspecified",1
91457,"[X]Malignant neoplasm/connective + soft tissue,unspecified",1
86997,[X]Malignant neoplasm/ill-defined sites within resp system,1
68027,[X]Malignant neoplasm/other and unspecified cranial nerves,1
57756,[X]Malignant neoplasm/other specified female genital organs,1
57191,[X]Malignant neoplasm/other specified male genital organs,1
63300,[X]Malignant neoplasm/overlap lesion/bone+articulr cartilage,1
66444,"[X]Malignant neoplasm/overlap lesion/heart,mediastinm+pleura",1
96226,[X]Malignant neoplasm/overlap lesion/other+ill-defined sites,1
101668,"[X]Malignant neoplasm/peripheral nerves of trunk,unspecified",1
40740,"[X]Malignant neoplasms of lymphoid, haematopoietic and rela",1
63598,[X]Malignant neoplasms/independent (primary) multiple sites,1
64897,[X]Malignant neoplasms/independent(primary)multiple sites,1
49292,[X]Malignant neoplsm/ill-defin sites within digestive system,1
19144,[X]Melanoma and other malignant neoplasms of skin,1
21715,[X]Mesothelioma of lung,1
67034,[X]Mesothelioma of other sites,1
30526,"[X]Mesothelioma, unspecified",1
7940,[X]Non-Hodgkin's lymphoma NOS,1
8649,"[X]Non-Hodgkin's lymphoma, unspecified type",1
43415,[X]Other Hodgkin's disease,1
65165,[X]Other leukaemia of unspecified cell type,1
67029,[X]Other lymphoid leukaemia,1
102688,[X]Other malignant immunoproliferative diseases,1
89762,[X]Other monocytic leukaemia,1
61693,[X]Other myeloid leukaemia,1
43490,[X]Other specified carcinomas of liver,1
89329,[X]Other specified leukaemias,1
64336,[X]Other specified types of non-Hodgkin's lymphoma,1
98596,[X]Other types of diffuse non-Hodgkin's lymphoma,1
67518,[X]Other types of follicular non-Hodgkin's lymphoma,1
54253,[X]Secondary malignant neoplasm of other specified sites,1
57481,[X]Secondary malignant neoplasm/oth+unspc respiratory organs,1
88022,[X]Secondary malignant neoplasm/oth+unspcfd digestive organs,1
63375,[X]Unspecified B-cell non-Hodgkin's lymphoma,1
