medcodeid,readterm,cancer
482730011,Malignant neoplasm of frontal lobe,1
719021000006111,Malignant neoplasm of frontal sinus,1
289189011,Malignant neoplasm of fundus of corpus uteri,1
288644018,Malignant neoplasm of fundus of stomach,1
725711000006113,Malignant neoplasm of gallbladder,1
288631011,Malignant neoplasm of gastro-oesophageal junction,1
406263015,Malignant neoplasm of genitourinary organ,1
289301019,Malignant neoplasm of genitourinary organ NOS,1
725761000006111,Malignant neoplasm of genitourinary organ OS,1
725771000006116,Malignant neoplasm of glans penis,1
289341011,Malignant neoplasm of globus pallidus,1
155269017,Malignant neoplasm of glomus jugulare,1
288508018,Malignant neoplasm of glossoepiglottic fold,1
725811000006116,Malignant neoplasm of glossopalatine fold,1
288794010,Malignant neoplasm of glottis,1
155272012,Malignant neoplasm of great vessels,1
288650011,Malignant neoplasm of greater curve of stomach unspecified,1
289209019,Malignant neoplasm of greater vestibular (Bartholin's) gland,1
725861000006118,Malignant neoplasm of gum,1
288440016,Malignant neoplasm of gum NOS,1
403697014,Malignant neoplasm of hand bones,1
288923016,Malignant neoplasm of hand bones NOS,1
725101000006111,Malignant neoplasm of hard palate,1
289425014,Malignant neoplasm of head NOS,1
725121000006118,Malignant neoplasm of head of pancreas,1
289424013,"Malignant neoplasm of head, neck and face",1
289431012,"Malignant neoplasm of head, neck and face NOS",1
725151000006110,Malignant neoplasm of heart,1
288847010,Malignant neoplasm of heart NOS,1
288852017,"Malignant neoplasm of heart, thymus and mediastinum NOS",1
288707014,Malignant neoplasm of hepatic duct,1
725191000006116,Malignant neoplasm of hepatic flexure of colon,1
155287019,Malignant neoplasm of hilus of lung,1
289347010,Malignant neoplasm of hippocampus,1
725221000006111,Malignant neoplasm of histiocytic tissue,1
288901015,Malignant neoplasm of humerus,1
725241000006116,Malignant neoplasm of hypopharynx,1
288571011,Malignant neoplasm of hypopharynx NOS,1
289343014,Malignant neoplasm of hypothalamus,1
725271000006112,Malignant neoplasm of ileum,1
155294016,Malignant neoplasm of ilium,1
289442015,Malignant neoplasm of inguinal region NOS,1
288694017,Malignant neoplasm of interlobular bile ducts,1
2475562018,Malignant neoplasm of interlobular biliary canals,1
288943010,Malignant neoplasm of intermediate cuneiform,1
288759015,"Malignant neoplasm of intestinal tract, part unspecified",1
155305011,Malignant neoplasm of intrahepatic bile ducts,1
288699010,Malignant neoplasm of intrahepatic bile ducts NOS,1
2619456011,Malignant neoplasm of intrahepatic biliary passages,1
288697012,Malignant neoplasm of intrahepatic canaliculi,1
288698019,Malignant neoplasm of intrahepatic gall duct,1
289437011,Malignant neoplasm of intrathoracic site NOS,1
289311014,Malignant neoplasm of iris,1
155308013,Malignant neoplasm of ischium,1
289193017,Malignant neoplasm of isthmus of uterine body,1
289195012,Malignant neoplasm of isthmus of uterine body NOS,1
289428011,Malignant neoplasm of jaw NOS,1
725451000006118,Malignant neoplasm of jejunum,1
288470014,Malignant neoplasm of junction of hard and soft palate,1
288510016,Malignant neoplasm of junctional region of epiglottis,1
289299014,Malignant neoplasm of kidney or urinary organs NOS,1
289285010,Malignant neoplasm of kidney parenchyma,1
482690017,Malignant neoplasm of labia majora,1
289210012,Malignant neoplasm of labia majora NOS,1
482691018,Malignant neoplasm of labia minora,1
724721000006116,Malignant neoplasm of lacrimal duct,1
289327019,Malignant neoplasm of lacrimal duct NOS,1
289322013,Malignant neoplasm of lacrimal gland,1
289325010,Malignant neoplasm of lacrimal sac,1
724761000006110,Malignant neoplasm of laryngeal cartilage,1
288803016,Malignant neoplasm of laryngeal cartilage NOS,1
724781000006117,Malignant neoplasm of laryngopharynx,1
724791000006119,Malignant neoplasm of larynx,1
288807015,Malignant neoplasm of larynx NOS,1
288806012,"Malignant neoplasm of larynx, other specified site",1
288944016,Malignant neoplasm of lateral cuneiform,1
288444013,Malignant neoplasm of lateral portion of floor of mouth,1
724841000006116,Malignant neoplasm of lateral wall of nasopharynx,1
288550018,Malignant neoplasm of lateral wall of nasopharynx NOS,1
155332018,Malignant neoplasm of lateral wall of oropharynx,1
289270016,Malignant neoplasm of lateral wall of urinary bladder,1
288649011,Malignant neoplasm of lesser curve of stomach unspecified,1
724881000006110,Malignant neoplasm of lingual tonsil,1
724891000006113,Malignant neoplasm of lip,1
724901000006112,"Malignant neoplasm of lip unspecified, buccal aspect",1
288390016,"Malignant neoplasm of lip unspecified, frenulum",1
288388017,"Malignant neoplasm of lip unspecified, inner aspect",1
288391017,"Malignant neoplasm of lip unspecified, mucosa",1
288403012,"Malignant neoplasm of lip, inner aspect NOS",1
288393019,"Malignant neoplasm of lip, oral aspect",1
406052010,"Malignant neoplasm of lip, oral cavity and pharynx",1
288582015,"Malignant neoplasm of lip, oral cavity and pharynx NOS",1
453301018,"Malignant neoplasm of lip, unspecified",1
288408015,"Malignant neoplasm of lip, unspecified, external",1
288409011,"Malignant neoplasm of lip, unspecified, lipstick area",1
288410018,"Malignant neoplasm of lip, vermilion border NOS",1
288688013,Malignant neoplasm of liver and intrahepatic bile ducts,1
288702015,Malignant neoplasm of liver and intrahepatic bile ducts NOS,1
288700011,Malignant neoplasm of liver unspecified,1
288931014,Malignant neoplasm of long bones of leg,1
288935017,Malignant neoplasm of long bones of leg NOS,1
288459019,Malignant neoplasm of lower buccal sulcus,1
457111019,Malignant neoplasm of lower eyelid,1
724311000006111,Malignant neoplasm of lower gum,1
288465019,Malignant neoplasm of lower labial sulcus,1
289447014,Malignant neoplasm of lower limb NOS,1
288380012,"Malignant neoplasm of lower lip, buccal aspect",1
288354011,"Malignant neoplasm of lower lip, external",1
288382016,"Malignant neoplasm of lower lip, frenulum",1
406399011,"Malignant neoplasm of lower lip, inner aspect",1
288387010,"Malignant neoplasm of lower lip, inner aspect NOS",1
1228506017,"Malignant neoplasm of lower lip, lipstick area",1
724401000006116,"Malignant neoplasm of lower lip, mucosa",1
724411000006118,"Malignant neoplasm of lower lip, oral aspect",1
724421000006114,"Malignant neoplasm of lower lip, vermilion border",1
288355012,"Malignant neoplasm of lower lip, vermilion border NOS",1
288827019,Malignant neoplasm of lower lobe bronchus,1
288828012,Malignant neoplasm of lower lobe of lung,1
288826011,"Malignant neoplasm of lower lobe, bronchus or lung",1
288829016,"Malignant neoplasm of lower lobe, bronchus or lung NOS",1
288608011,Malignant neoplasm of lower third of oesophagus,1
289194011,Malignant neoplasm of lower uterine segment,1
289143016,Malignant neoplasm of lower-inner quadrant of female breast,1
289145011,Malignant neoplasm of lower-outer quadrant of female breast,1
288887017,Malignant neoplasm of lumbar vertebra,1
403705015,Malignant neoplasm of lymphatic and haemopoietic tissue,1
155361017,Malignant neoplasm of main bronchus,1
288815017,Malignant neoplasm of main bronchus NOS,1
288438014,Malignant neoplasm of major salivary gland NOS,1
1228510019,Malignant neoplasm of major salivary glands,1
288872010,Malignant neoplasm of malar bone,1
155364013,Malignant neoplasm of male breast,1
289159016,Malignant neoplasm of male breast NOS,1
155368011,Malignant neoplasm of mandible,1
724621000006112,Malignant neoplasm of mastoid air cells,1
155370019,Malignant neoplasm of maxilla,1
724641000006117,Malignant neoplasm of maxillary sinus,1
288942017,Malignant neoplasm of medial cuneiform,1
724671000006113,"Malignant neoplasm of mediastinum, part unspecified",1
289356019,Malignant neoplasm of medulla oblongata,1
724681000006111,"Malignant neoplasm of meninges, unspecified",1
482537012,Malignant neoplasm of mesentery,1
288749016,Malignant neoplasm of mesocaecum,1
288748012,Malignant neoplasm of mesocolon,1
288751017,Malignant neoplasm of mesorectum,1
380146015,Malignant neoplasm of metacarpal bones,1
723951000006113,Malignant neoplasm of metatarsal bones of foot,1
289357011,Malignant neoplasm of midbrain,1
288823015,Malignant neoplasm of middle lobe bronchus,1
288824014,Malignant neoplasm of middle lobe of lung,1
288822013,"Malignant neoplasm of middle lobe, bronchus or lung",1
288825010,"Malignant neoplasm of middle lobe, bronchus or lung NOS",1
288607018,Malignant neoplasm of middle third of oesophagus,1
288417015,Malignant neoplasm of midline of tongue,1
288474017,Malignant neoplasm of mouth NOS,1
288810010,Malignant neoplasm of mucosa of trachea,1
724051000006110,Malignant neoplasm of myocardium,1
289191015,Malignant neoplasm of myometrium of corpus uteri,1
155402013,Malignant neoplasm of nasal bone,1
1228552012,Malignant neoplasm of nasal cavities,1
288776016,Malignant neoplasm of nasal cavities NOS,1
288772019,Malignant neoplasm of nasal conchae,1
289326011,Malignant neoplasm of nasolacrimal duct,1
288556012,Malignant neoplasm of nasopharyngeal soft palate surface,1
288522018,Malignant neoplasm of nasopharynx,1
288564018,Malignant neoplasm of nasopharynx NOS,1
288946019,Malignant neoplasm of navicular,1
289429015,Malignant neoplasm of neck NOS,1
289397014,Malignant neoplasm of nervous system NOS,1
289137018,Malignant neoplasm of nipple and areola of female breast,1
289153015,Malignant neoplasm of nipple and areola of male breast,1
155417012,Malignant neoplasm of nipple of female breast,1
155418019,Malignant neoplasm of nipple of male breast,1
289140018,Malignant neoplasm of nipple or areola of female breast NOS,1
289156011,Malignant neoplasm of nipple or areola of male breast NOS,1
289427018,Malignant neoplasm of nose NOS,1
155421017,Malignant neoplasm of occipital bone,1
482733013,Malignant neoplasm of occipital lobe,1
1216488012,Malignant neoplasm of oesophagus,1
403674011,Malignant neoplasm of oesophagus NOS,1
289369015,Malignant neoplasm of olfactory bulb,1
482641017,Malignant neoplasm of omentum,1
288548014,Malignant neoplasm of opening of auditory tube,1
155425014,Malignant neoplasm of optic nerve,1
723541000006115,Malignant neoplasm of orbit,1
289319011,Malignant neoplasm of orbit NOS,1
288875012,Malignant neoplasm of orbital bone,1
723571000006111,Malignant neoplasm of oropharynx,1
288518011,Malignant neoplasm of oropharynx NOS,1
288516010,"Malignant neoplasm of oropharynx, other specified sites",1
723601000006116,Malignant neoplasm of other and ill defined site NOS,1
289423019,Malignant neoplasm of other and ill-defined sites,1
288450015,Malignant neoplasm of other and unspecified parts of mouth,1
289574012,Malignant neoplasm of other and unspecified site NOS,1
723641000006119,Malignant neoplasm of other and unspecified site OS,1
406265010,Malignant neoplasm of other and unspecified sites,1
288437016,Malignant neoplasm of other major salivary glands,1
289251014,Malignant neoplasm of other male genital organ,1
289259011,Malignant neoplasm of other male genital organ NOS,1
289364013,Malignant neoplasm of other part of brain NOS,1
289360016,Malignant neoplasm of other parts of brain,1
289178016,Malignant neoplasm of other site of cervix,1
289181014,Malignant neoplasm of other site of cervix NOS,1
289148013,Malignant neoplasm of other site of female breast,1
289150017,Malignant neoplasm of other site of female breast NOS,1
289157019,Malignant neoplasm of other site of male breast,1
288857011,Malignant neoplasm of other site of respiratory tract,1
289279015,Malignant neoplasm of other site of urinary bladder,1
289203018,Malignant neoplasm of other site of uterine adnexa,1
289197016,Malignant neoplasm of other site of uterine body,1
723801000006115,"Malignant neoplasm of other sites lip, oral cavity, pharynx",1
288832018,Malignant neoplasm of other sites of bronchus or lung,1
288448011,Malignant neoplasm of other sites of floor of mouth,1
288439018,Malignant neoplasm of other sites of gum,1
288406016,Malignant neoplasm of other sites of lip,1
288434011,Malignant neoplasm of other sites of tongue,1
289421017,Malignant neoplasm of other specified endocrine gland,1
289217010,Malignant neoplasm of other specified female genital organ,1
288570012,Malignant neoplasm of other specified hypopharyngeal site,1
288473011,Malignant neoplasm of other specified mouth parts,1
289396017,Malignant neoplasm of other specified part of nervous system,1
288614016,Malignant neoplasm of other specified part of oesophagus,1
288839010,Malignant neoplasm of other specified pleura,1
289329016,Malignant neoplasm of other specified site of eye,1
288563012,Malignant neoplasm of other specified site of nasopharynx,1
288517018,Malignant neoplasm of other specified site of oropharynx NOS,1
288652015,Malignant neoplasm of other specified site of stomach,1
288655018,Malignant neoplasm of other specified site of stomach NOS,1
723221000006112,Malignant neoplasm of other specified site small intestine,1
289448016,Malignant neoplasm of other specified sites,1
288671018,Malignant neoplasm of other specified sites of colon,1
288731016,Malignant neoplasm of other specified sites of pancreas,1
289131017,Malignant neoplasm of other specified skin sites,1
289297011,Malignant neoplasm of other urinary organs,1
723281000006111,Malignant neoplasm of ovary,1
289199018,Malignant neoplasm of ovary and other uterine adnexa,1
723301000006110,Malignant neoplasm of overlapping lesion of bronchus & lung,1
289196013,Malignant neoplasm of overlapping lesion of corpus uteri,1
288404018,Malignant neoplasm of overlapping lesion of lip,1
723321000006117,Malignant neoplasm of overlapping lesion of tonsil,1
289298018,Malignant neoplasm of overlapping lesion of urinary organs,1
723341000006112,Malignant neoplasm of overlapping lesion of vulva,1
288471013,Malignant neoplasm of palate NOS,1
288469013,Malignant neoplasm of palate unspecified,1
1228529013,Malignant neoplasm of palatine tonsil,1
2475984012,Malignant neoplasm of palatoglossal arch,1
723391000006115,Malignant neoplasm of palatopharyngeal arch,1
723401000006118,Malignant neoplasm of pancreas,1
288736014,Malignant neoplasm of pancreas NOS,1
288723014,Malignant neoplasm of pancreatic duct,1
155441010,Malignant neoplasm of parametrium,1
723441000006116,Malignant neoplasm of parathyroid gland,1
723451000006119,Malignant neoplasm of paraurethral glands,1
155444019,Malignant neoplasm of parietal bone,1
482732015,Malignant neoplasm of parietal lobe,1
155446017,Malignant neoplasm of parietal peritoneum,1
155447014,Malignant neoplasm of parietal pleura,1
723501000006117,Malignant neoplasm of parotid gland,1
155449012,Malignant neoplasm of patella,1
288924010,"Malignant neoplasm of pelvic bones, sacrum and coccyx",1
155452016,Malignant neoplasm of pelvic peritoneum,1
722761000006119,Malignant neoplasm of pelvis,1
289445018,Malignant neoplasm of pelvis NOS,1
288930010,"Malignant neoplasm of pelvis, sacrum or coccyx NOS",1
289260018,Malignant neoplasm of penis and other male genital organ NOS,1
289242018,Malignant neoplasm of penis and other male genital organs,1
289249010,"Malignant neoplasm of penis, part unspecified",1
155457010,Malignant neoplasm of periadrenal tissue,1
155458017,Malignant neoplasm of perianal skin,1
155459013,Malignant neoplasm of pericardium,1
288741018,Malignant neoplasm of perinephric tissue,1
289389019,Malignant neoplasm of peripheral nerve of abdomen,1
722871000006117,"Malignant neoplasm of peripheral nerve of low limb, incl hip",1
289390011,Malignant neoplasm of peripheral nerve of pelvis,1
289388010,Malignant neoplasm of peripheral nerve of thorax,1
722901000006117,"Malignant neoplasm of peripheral nerve,upp limb,incl should",1
722911000006119,"Malignant neoplasm of peripheral nerves of head, face & neck",1
288952018,Malignant neoplasm of phalanges of foot,1
288922014,Malignant neoplasm of phalanges of hand,1
288546013,Malignant neoplasm of pharyngeal recess,1
288532013,Malignant neoplasm of pharyngeal tonsil,1
288573014,Malignant neoplasm of pharynx unspecified,1
722961000006116,Malignant neoplasm of pineal gland,1
455404011,Malignant neoplasm of pinna NEC,1
722981000006114,Malignant neoplasm of pituitary gland,1
155468010,Malignant neoplasm of placenta,1
723001000006113,Malignant neoplasm of pleura,1
288840012,Malignant neoplasm of pleura NOS,1
289358018,Malignant neoplasm of pons,1
723031000006117,Malignant neoplasm of postcricoid region,1
155473016,Malignant neoplasm of posterior mediastinum,1
288568015,Malignant neoplasm of posterior pharynx,1
1228509012,Malignant neoplasm of posterior third of tongue,1
288529010,Malignant neoplasm of posterior wall of nasopharynx,1
288541015,Malignant neoplasm of posterior wall of nasopharynx NOS,1
288515014,Malignant neoplasm of posterior wall of oropharynx,1
288654019,Malignant neoplasm of posterior wall of stomach NEC,1
289272012,Malignant neoplasm of posterior wall of urinary bladder,1
1228575017,Malignant neoplasm of prepuce (foreskin),1
722341000006119,Malignant neoplasm of prepylorus of stomach,1
155477015,Malignant neoplasm of presacral region,1
722361000006115,Malignant neoplasm of prostate,1
155479017,Malignant neoplasm of pubis,1
288641014,Malignant neoplasm of pyloric antrum of stomach,1
288638017,Malignant neoplasm of pyloric canal of stomach,1
288635019,Malignant neoplasm of pylorus of stomach,1
288639013,Malignant neoplasm of pylorus of stomach NOS,1
722421000006115,Malignant neoplasm of pyriform sinus,1
155483017,Malignant neoplasm of radius,1
722441000006110,Malignant neoplasm of rectosigmoid junction,1
155488014,Malignant neoplasm of rectum,1
288675010,"Malignant neoplasm of rectum, rectosigmoid junction and anus",1
722471000006119,Malignant neoplasm of renal calyces,1
722481000006116,Malignant neoplasm of renal pelvis,1
289296019,Malignant neoplasm of renal pelvis NOS,1
288858018,Malignant neoplasm of respiratory tract NOS,1
722511000006112,Malignant neoplasm of retained testis,1
722521000006116,Malignant neoplasm of retina,1
288742013,Malignant neoplasm of retrocaecal tissue,1
722541000006111,Malignant neoplasm of retromolar area,1
1228549016,Malignant neoplasm of retroperitoneum,1
288744014,Malignant neoplasm of retroperitoneum NOS,1
288739019,Malignant neoplasm of retroperitoneum and peritoneum,1
288757018,Malignant neoplasm of retroperitoneum and peritoneum NOS,1
155495017,Malignant neoplasm of rib,1
288897014,"Malignant neoplasm of rib, sternum and clavicle NOS",1
288889019,"Malignant neoplasm of ribs, sternum and clavicle",1
1228523014,Malignant neoplasm of roof of mouth,1
1228532011,Malignant neoplasm of roof of nasopharynx,1
289202011,Malignant neoplasm of round ligament,1
288928013,Malignant neoplasm of sacral vertebra,1
155501015,Malignant neoplasm of sacrococcygeal region,1
289092013,Malignant neoplasm of scalp,1
289091018,Malignant neoplasm of scalp and skin of neck,1
289094014,Malignant neoplasm of scalp or skin of neck NOS,1
155503017,Malignant neoplasm of scapula,1
288898016,Malignant neoplasm of scapula and long bones of upper arm,1
289315017,Malignant neoplasm of sclera,1
723111000006110,Malignant neoplasm of scrotum,1
289066018,Malignant neoplasm of sebaceous gland,1
288918016,Malignant neoplasm of second metacarpal bone,1
288948018,Malignant neoplasm of second metatarsal bone,1
289252019,Malignant neoplasm of seminal vesicle,1
721961000006111,Malignant neoplasm of septum of nose,1
403698016,Malignant neoplasm of short bones of leg,1
288953011,Malignant neoplasm of short bones of leg NOS,1
721991000006115,Malignant neoplasm of sigmoid colon,1
1806421000006110,Malignant neoplasm of skin,1
289132012,Malignant neoplasm of skin NOS,1
289099016,Malignant neoplasm of skin of abdominal wall,1
155517014,Malignant neoplasm of skin of ankle,1
289079010,Malignant neoplasm of skin of auricle (ear),1
289096011,Malignant neoplasm of skin of axillary fold,1
155520018,Malignant neoplasm of skin of back,1
155521019,Malignant neoplasm of skin of breast,1
155522014,Malignant neoplasm of skin of buttock,1
289084016,"Malignant neoplasm of skin of cheek, external",1
289097019,"Malignant neoplasm of skin of chest, excluding breast",1
155525011,Malignant neoplasm of skin of chin,1
289080013,Malignant neoplasm of skin of external auditory meatus,1
155529017,Malignant neoplasm of skin of eyebrow,1
155533012,Malignant neoplasm of skin of finger,1
155534018,Malignant neoplasm of skin of foot,1
289111016,Malignant neoplasm of skin of fore-arm,1
155536016,Malignant neoplasm of skin of forehead,1
289127011,Malignant neoplasm of skin of great toe,1
155537013,Malignant neoplasm of skin of groin,1
155538015,Malignant neoplasm of skin of hand,1
289124016,Malignant neoplasm of skin of heel,1
155539011,Malignant neoplasm of skin of hip,1
155540013,Malignant neoplasm of skin of knee,1
155542017,Malignant neoplasm of skin of lip,1
289122017,Malignant neoplasm of skin of lower leg,1
289116014,Malignant neoplasm of skin of lower limb and hip,1
289128018,Malignant neoplasm of skin of lower limb or hip NOS,1
155545015,Malignant neoplasm of skin of neck,1
289088018,Malignant neoplasm of skin of nose (external),1
155547011,Malignant neoplasm of skin of perineum,1
289121012,Malignant neoplasm of skin of popliteal fossa area,1
455405012,Malignant neoplasm of skin of scapular region,1
155550014,Malignant neoplasm of skin of shoulder,1
289089014,Malignant neoplasm of skin of temple,1
155552018,Malignant neoplasm of skin of thigh,1
289114012,Malignant neoplasm of skin of thumb,1
155553011,Malignant neoplasm of skin of toe,1
289095010,"Malignant neoplasm of skin of trunk, excluding scrotum",1
289107010,"Malignant neoplasm of skin of trunk, excluding scrotum, NOS",1
155556015,Malignant neoplasm of skin of umbilicus,1
289110015,Malignant neoplasm of skin of upper arm,1
289108017,Malignant neoplasm of skin of upper limb and shoulder,1
289115013,Malignant neoplasm of skin of upper limb or shoulder NOS,1
288663017,Malignant neoplasm of small intestine NOS,1
721601000006117,Malignant neoplasm of small intestine and duodenum,1
721621000006110,Malignant neoplasm of soft palate,1
1228566019,Malignant neoplasm of soft tissue of face,1
1228565015,Malignant neoplasm of soft tissue of head,1
1228567011,Malignant neoplasm of soft tissue of neck,1
288747019,Malignant neoplasm of specified parts of peritoneum,1
288756010,Malignant neoplasm of specified parts of peritoneum NOS,1
289452016,Malignant neoplasm of specified site NOS,1
288735013,Malignant neoplasm of specified site of pancreas NOS,1
721701000006112,Malignant neoplasm of spermatic cord,1
155582012,Malignant neoplasm of sphenoid bone,1
721721000006119,Malignant neoplasm of sphenoidal sinus,1
288711015,Malignant neoplasm of sphincter of Oddi,1
289381016,Malignant neoplasm of spinal arachnoid mater,1
721751000006111,Malignant neoplasm of spinal cord,1
289380015,Malignant neoplasm of spinal dura mater,1
482740014,Malignant neoplasm of spinal meninges,1
289383018,Malignant neoplasm of spinal meninges NOS,1
289382011,Malignant neoplasm of spinal pia mater,1
288760013,Malignant neoplasm of spleen NEC,1
288763010,Malignant neoplasm of spleen NOS,1
721821000006114,Malignant neoplasm of splenic flexure of colon,1
289180010,Malignant neoplasm of squamocolumnar junction of cervix,1
155592016,Malignant neoplasm of sternum,1
721851000006117,Malignant neoplasm of stomach,1
288656017,Malignant neoplasm of stomach NOS,1
721871000006110,Malignant neoplasm of subglottis,1
721881000006113,Malignant neoplasm of sublingual gland,1
1228513017,Malignant neoplasm of submandibular gland,1
289430013,Malignant neoplasm of supraclavicular fossa NOS,1
288797015,Malignant neoplasm of supraglottis,1
721091000006119,Malignant neoplasm of sweat gland,1
288720012,Malignant neoplasm of tail of pancreas,1
155604019,Malignant neoplasm of talus,1
289362012,Malignant neoplasm of tapetum,1
288963015,Malignant neoplasm of tarsus of eyelid,1
155607014,Malignant neoplasm of temporal bone,1
482731010,Malignant neoplasm of temporal lobe,1
289349013,Malignant neoplasm of temporal lobe NOS,1
721171000006119,Malignant neoplasm of testis,1
403702017,Malignant neoplasm of testis NOS,1
289345019,Malignant neoplasm of thalamus,1
288754013,Malignant neoplasm of the pouch of Douglas,1
288919012,Malignant neoplasm of third metacarpal bone,1
288949014,Malignant neoplasm of third metatarsal bone,1
288594012,Malignant neoplasm of thoracic oesophagus,1
288886014,Malignant neoplasm of thoracic vertebra,1
289432017,Malignant neoplasm of thorax,1
289438018,Malignant neoplasm of thorax NOS,1
721271000006114,Malignant neoplasm of thymus,1
288841011,"Malignant neoplasm of thymus, heart and mediastinum",1
288802014,Malignant neoplasm of thyroid cartilage,1
721291000006110,Malignant neoplasm of thyroid gland,1
155624015,Malignant neoplasm of tibia,1
721311000006114,Malignant neoplasm of tongue,1
288435012,Malignant neoplasm of tongue NOS,1
288433017,"Malignant neoplasm of tongue, junctional zone",1
288419017,"Malignant neoplasm of tongue, tip and lateral border",1
721351000006110,Malignant neoplasm of tonsil,1
721361000006112,Malignant neoplasm of tonsillar fossa,1
288505015,Malignant neoplasm of tonsillar fossa NOS,1
288486019,Malignant neoplasm of tonsillar pillar,1
721391000006116,Malignant neoplasm of trachea,1
288811014,Malignant neoplasm of trachea NOS,1
288808013,"Malignant neoplasm of trachea, bronchus and lung",1
721421000006112,Malignant neoplasm of transverse colon,1
289262014,Malignant neoplasm of trigone of urinary bladder,1
289450012,Malignant neoplasm of trunk NOS,1
289257013,Malignant neoplasm of tunica vaginalis,1
2475564017,Malignant neoplasm of turbinate,1
288787012,Malignant neoplasm of tympanic antrum,1
288784017,Malignant neoplasm of tympanic cavity,1
155641018,Malignant neoplasm of ulna,1
289348017,Malignant neoplasm of uncus,1
289223017,Malignant neoplasm of undescended testis,1
289234019,Malignant neoplasm of undescended testis NOS,1
289561018,Malignant neoplasm of unspecified site,1
289571016,Malignant neoplasm of unspecified site NOS,1
288454012,Malignant neoplasm of upper buccal sulcus,1
457110018,Malignant neoplasm of upper eyelid,1
720761000006115,Malignant neoplasm of upper gum,1
288460012,Malignant neoplasm of upper labial sulcus,1
289446017,Malignant neoplasm of upper limb NOS,1
720791000006111,"Malignant neoplasm of upper lip, buccal aspect",1
720801000006112,"Malignant neoplasm of upper lip, external",1
288372017,"Malignant neoplasm of upper lip, frenulum",1
288363013,"Malignant neoplasm of upper lip, inner aspect",1
288377011,"Malignant neoplasm of upper lip, inner aspect NOS",1
288350019,"Malignant neoplasm of upper lip, lipstick area",1
288364019,"Malignant neoplasm of upper lip, mucosa",1
288362015,"Malignant neoplasm of upper lip, oral aspect",1
1228504019,"Malignant neoplasm of upper lip, vermilion border",1
288351015,"Malignant neoplasm of upper lip, vermilion border NOS",1
288819011,Malignant neoplasm of upper lobe bronchus,1
288820017,Malignant neoplasm of upper lobe of lung,1
403688010,"Malignant neoplasm of upper lobe, bronchus or lung",1
288821018,"Malignant neoplasm of upper lobe, bronchus or lung NOS",1
288602012,Malignant neoplasm of upper third of oesophagus,1
289142014,Malignant neoplasm of upper-inner quadrant of female breast,1
289144010,Malignant neoplasm of upper-outer quadrant of female breast,1
720951000006119,Malignant neoplasm of urachus,1
720961000006117,Malignant neoplasm of ureter,1
289276010,Malignant neoplasm of ureteric orifice,1
289294016,Malignant neoplasm of ureteropelvic junction,1
720991000006113,Malignant neoplasm of urethra,1
1786811017,Malignant neoplasm of urinary bladder,1
289281018,Malignant neoplasm of urinary bladder NOS,1
289204012,Malignant neoplasm of uterine adnexa NOS,1
289166015,"Malignant neoplasm of uterus, part unspecified",1
721041000006111,Malignant neoplasm of uvula,1
721051000006113,Malignant neoplasm of vagina,1
289208010,Malignant neoplasm of vagina NOS,1
289207017,Malignant neoplasm of vaginal vault,1
721481000006111,Malignant neoplasm of vallecula,1
155669014,Malignant neoplasm of ventral surface of tongue,1
288429012,Malignant neoplasm of ventral tongue surface NOS,1
288407013,Malignant neoplasm of vermilion border of lip unspecified,1
720341000006115,Malignant neoplasm of vertebral column,1
288888010,Malignant neoplasm of vertebral column NOS,1
288453018,Malignant neoplasm of vestibule of mouth,1
288468017,Malignant neoplasm of vestibule of mouth NOS,1
288775017,Malignant neoplasm of vestibule of nose,1
155675017,Malignant neoplasm of visceral pleura,1
155677013,Malignant neoplasm of vomer,1
403701012,Malignant neoplasm of vulva unspecified,1
288896017,Malignant neoplasm of xiphoid process,1
155681013,Malignant neoplasm of zygomatic bone,1
720451000006113,Malignant neoplasm other gallbladder/extrahepatic bile duct,1
720461000006110,Malignant neoplasm other spec digestive tract and peritoneum,1
720471000006115,Malignant neoplasm overlapping lesion of skin,1
720481000006117,Malignant neoplasm pituitary gland and craniopharyngeal duct,1
720491000006119,Malignant neoplasm posterior margin nasal septum and choanae,1
720501000006110,"Malignant neoplasm rectum,rectosigmoid junction and anus NOS",1
720511000006113,Malignant neoplasm skin of ear and external auricular canal,1
720521000006117,Malignant neoplasm skin of other and unspecified parts face,1
720531000006119,Malignant neoplasm skin other and unspec part of face NOS,1
288964014,Malignant neoplasm soft tissues of cervical spine,1
288478019,Malignant neoplasm tonsil NOS,1
720561000006111,"Malignant neoplasm, overlap les bone and artic cart of limbs",1
720571000006116,"Malignant neoplasm, overlap lesion connective & soft tissue",1
720581000006118,"Malignant neoplasm, overlap lesion of resp & intrathor orgs",1
720591000006115,"Malignant neoplasm, overlapping lesion male genital orgs",1
288790018,"Malignant neoplasm, overlapping lesion of accessory sinuses",1
1219537012,"Malignant neoplasm, overlapping lesion of biliary tract",1
289280017,"Malignant neoplasm, overlapping lesion of bladder",1
720631000006115,"Malignant neoplasm, overlapping lesion of brain",1
289147015,"Malignant neoplasm, overlapping lesion of breast",1
289175018,"Malignant neoplasm, overlapping lesion of cervix uteri",1
288670017,"Malignant neoplasm, overlapping lesion of colon",1
288764016,"Malignant neoplasm, overlapping lesion of digestive system",1
1217367011,"Malignant neoplasm, overlapping lesion of eye and adnexa",1
1219533011,"Malignant neoplasm, overlapping lesion of floor of mouth",1
